num,person,angle,type,file,word,
7434,9,측면,단어,KETI_SL_0000007434.MTS,오늘,
7435,9,측면,단어,KETI_SL_0000007435.MTS,오른쪽,
7438,9,측면,단어,KETI_SL_0000007438.MTS,오빠,
7440,9,측면,단어,KETI_SL_0000007440.MTS,올해,
7441,9,측면,단어,KETI_SL_0000007441.MTS,왼쪽,
7448,9,측면,단어,KETI_SL_0000007448.MTS,월요일,
7450,9,측면,단어,KETI_SL_0000007450.MTS,위에,
7458,9,측면,단어,KETI_SL_0000007458.MTS,음식물,
7467,9,측면,단어,KETI_SL_0000007467.MTS,일요일,
7470,9,측면,단어,KETI_SL_0000007470.MTS,자동차,
7473,9,측면,단어,KETI_SL_0000007473.MTS,작년,
7489,9,측면,단어,KETI_SL_0000007489.MTS,집,
7502,9,측면,단어,KETI_SL_0000007502.MTS,친구,
7507,9,측면,단어,KETI_SL_0000007507.MTS,택시,
7508,9,측면,단어,KETI_SL_0000007508.MTS,토요일,
7521,9,측면,단어,KETI_SL_0000007521.MTS,학교,
7534,9,측면,단어,KETI_SL_0000007534.MTS,형,
7540,9,측면,단어,KETI_SL_0000007540.MTS,화요일,
7541,9,측면,단어,KETI_SL_0000007541.MTS,화장실,
7543,10,정면,단어,KETI_SL_0000007543.MOV,0,
7544,10,정면,단어,KETI_SL_0000007544.MOV,1,
7545,10,정면,단어,KETI_SL_0000007545.MOV,2,
7546,10,정면,단어,KETI_SL_0000007546.MOV,3,
7547,10,정면,단어,KETI_SL_0000007547.MOV,4,
7548,10,정면,단어,KETI_SL_0000007548.MOV,5,
7549,10,정면,단어,KETI_SL_0000007549.MOV,6,
7550,10,정면,단어,KETI_SL_0000007550.MOV,7,
7551,10,정면,단어,KETI_SL_0000007551.MOV,8,
7552,10,정면,단어,KETI_SL_0000007552.MOV,9,
7553,10,정면,단어,KETI_SL_0000007553.MOV,10,
7648,10,정면,단어,KETI_SL_0000007648.MOV,가렵다,
7662,10,정면,단어,KETI_SL_0000007662.MOV,개,
7678,10,정면,단어,KETI_SL_0000007678.MOV,공원,
7691,10,정면,단어,KETI_SL_0000007691.MOV,금요일,
7706,10,정면,단어,KETI_SL_0000007706.MOV,내년,
7707,10,정면,단어,KETI_SL_0000007707.MOV,내일,
7708,10,정면,단어,KETI_SL_0000007708.MOV,냄새나다,
7713,10,정면,단어,KETI_SL_0000007713.MOV,누나,
7729,10,정면,단어,KETI_SL_0000007729.MOV,동생,
7747,10,정면,단어,KETI_SL_0000007747.MOV,목요일,
7751,10,정면,단어,KETI_SL_0000007751.MOV,물,
7753,10,정면,단어,KETI_SL_0000007753.MOV,바다,
7762,10,정면,단어,KETI_SL_0000007762.MOV,배고프다,
7767,10,정면,단어,KETI_SL_0000007767.MOV,병원,
7776,10,정면,단어,KETI_SL_0000007776.MOV,불,
7785,10,정면,단어,KETI_SL_0000007785.MOV,산,
7788,10,정면,단어,KETI_SL_0000007788.MOV,삼키다,
7794,10,정면,단어,KETI_SL_0000007794.MOV,선생님,
7807,10,정면,단어,KETI_SL_0000007807.MOV,수요일,
7817,10,정면,단어,KETI_SL_0000007817.MOV,아래,
7818,10,정면,단어,KETI_SL_0000007818.MOV,아빠,
7822,10,정면,단어,KETI_SL_0000007822.MOV,아파트,
7826,10,정면,단어,KETI_SL_0000007826.MOV,앞,
7833,10,정면,단어,KETI_SL_0000007833.MOV,어제,
7834,10,정면,단어,KETI_SL_0000007834.MOV,어지러움,
7835,10,정면,단어,KETI_SL_0000007835.MOV,언니,
7837,10,정면,단어,KETI_SL_0000007837.MOV,엄마,
7853,10,정면,단어,KETI_SL_0000007853.MOV,오늘,
7854,10,정면,단어,KETI_SL_0000007854.MOV,오른쪽,
7857,10,정면,단어,KETI_SL_0000007857.MOV,오빠,
7859,10,정면,단어,KETI_SL_0000007859.MOV,올해,
7860,10,정면,단어,KETI_SL_0000007860.MOV,왼쪽,
7867,10,정면,단어,KETI_SL_0000007867.MOV,월요일,
7869,10,정면,단어,KETI_SL_0000007869.MOV,위에,
7877,10,정면,단어,KETI_SL_0000007877.MOV,음식물,
7886,10,정면,단어,KETI_SL_0000007886.MOV,일요일,
7889,10,정면,단어,KETI_SL_0000007889.MOV,자동차,
7892,10,정면,단어,KETI_SL_0000007892.MOV,작년,
7908,10,정면,단어,KETI_SL_0000007908.MOV,집,
7920,10,정면,단어,KETI_SL_0000007920.MOV,친구,
7925,10,정면,단어,KETI_SL_0000007925.MOV,택시,
7926,10,정면,단어,KETI_SL_0000007926.MOV,토요일,
7940,10,정면,단어,KETI_SL_0000007940.MOV,학교,
7953,10,정면,단어,KETI_SL_0000007953.MOV,형,
7959,10,정면,단어,KETI_SL_0000007959.MOV,화요일,
7960,10,정면,단어,KETI_SL_0000007960.MOV,화장실,
7962,10,측면,단어,KETI_SL_0000007962.MTS,0,
7963,10,측면,단어,KETI_SL_0000007963.MTS,1,
7964,10,측면,단어,KETI_SL_0000007964.MTS,2,
7965,10,측면,단어,KETI_SL_0000007965.MTS,3,
7966,10,측면,단어,KETI_SL_0000007966.MTS,4,
7967,10,측면,단어,KETI_SL_0000007967.MTS,5,
7968,10,측면,단어,KETI_SL_0000007968.MTS,6,
7969,10,측면,단어,KETI_SL_0000007969.MTS,7,
7970,10,측면,단어,KETI_SL_0000007970.MTS,8,
7971,10,측면,단어,KETI_SL_0000007971.MTS,9,
7972,10,측면,단어,KETI_SL_0000007972.MTS,10,
8067,10,측면,단어,KETI_SL_0000008067.MTS,가렵다,
8081,10,측면,단어,KETI_SL_0000008081.MTS,개,
8097,10,측면,단어,KETI_SL_0000008097.MTS,공원,
8110,10,측면,단어,KETI_SL_0000008110.MTS,금요일,
8125,10,측면,단어,KETI_SL_0000008125.MTS,내년,
8126,10,측면,단어,KETI_SL_0000008126.MTS,내일,
8127,10,측면,단어,KETI_SL_0000008127.MTS,냄새나다,
8132,10,측면,단어,KETI_SL_0000008132.MTS,누나,
8148,10,측면,단어,KETI_SL_0000008148.MTS,동생,
8166,10,측면,단어,KETI_SL_0000008166.MTS,목요일,
8170,10,측면,단어,KETI_SL_0000008170.MTS,물,
8172,10,측면,단어,KETI_SL_0000008172.MTS,바다,
8181,10,측면,단어,KETI_SL_0000008181.MTS,배고프다,
8186,10,측면,단어,KETI_SL_0000008186.MTS,병원,
8195,10,측면,단어,KETI_SL_0000008195.MTS,불,
8204,10,측면,단어,KETI_SL_0000008204.MTS,산,
8207,10,측면,단어,KETI_SL_0000008207.MTS,삼키다,
8213,10,측면,단어,KETI_SL_0000008213.MTS,선생님,
8226,10,측면,단어,KETI_SL_0000008226.MTS,수요일,
8236,10,측면,단어,KETI_SL_0000008236.MTS,아래,
8237,10,측면,단어,KETI_SL_0000008237.MTS,아빠,
8241,10,측면,단어,KETI_SL_0000008241.MTS,아파트,
8245,10,측면,단어,KETI_SL_0000008245.MTS,앞,
8252,10,측면,단어,KETI_SL_0000008252.MTS,어제,
8253,10,측면,단어,KETI_SL_0000008253.MTS,어지러움,
8254,10,측면,단어,KETI_SL_0000008254.MTS,언니,
8256,10,측면,단어,KETI_SL_0000008256.MTS,엄마,
8272,10,측면,단어,KETI_SL_0000008272.MTS,오늘,
8273,10,측면,단어,KETI_SL_0000008273.MTS,오른쪽,
8276,10,측면,단어,KETI_SL_0000008276.MTS,오빠,
8278,10,측면,단어,KETI_SL_0000008278.MTS,올해,
8279,10,측면,단어,KETI_SL_0000008279.MTS,왼쪽,
8286,10,측면,단어,KETI_SL_0000008286.MTS,월요일,
8288,10,측면,단어,KETI_SL_0000008288.MTS,위에,
8296,10,측면,단어,KETI_SL_0000008296.MTS,음식물,
8305,10,측면,단어,KETI_SL_0000008305.MTS,일요일,
8308,10,측면,단어,KETI_SL_0000008308.MTS,자동차,
8311,10,측면,단어,KETI_SL_0000008311.MTS,작년,
8327,10,측면,단어,KETI_SL_0000008327.MTS,집,
8339,10,측면,단어,KETI_SL_0000008339.MTS,친구,
8344,10,측면,단어,KETI_SL_0000008344.MTS,택시,
8345,10,측면,단어,KETI_SL_0000008345.MTS,토요일,
8359,10,측면,단어,KETI_SL_0000008359.MTS,학교,
8372,10,측면,단어,KETI_SL_0000008372.MTS,형,
8378,10,측면,단어,KETI_SL_0000008378.MTS,화요일,
8379,10,측면,단어,KETI_SL_0000008379.MTS,화장실,
10481,11,정면,단어,KETI_SL_0000010481,0,
10482,11,정면,단어,KETI_SL_0000010482,1,
10483,11,정면,단어,KETI_SL_0000010483,2,
10484,11,정면,단어,KETI_SL_0000010484,3,
10485,11,정면,단어,KETI_SL_0000010485,4,
10486,11,정면,단어,KETI_SL_0000010486,5,
10487,11,정면,단어,KETI_SL_0000010487,6,
10488,11,정면,단어,KETI_SL_0000010488,7,
10489,11,정면,단어,KETI_SL_0000010489,8,
10490,11,정면,단어,KETI_SL_0000010490,9,
10491,11,정면,단어,KETI_SL_0000010491,10,
10586,11,정면,단어,KETI_SL_0000010586,가렵다,
10600,11,정면,단어,KETI_SL_0000010600,개,
10618,11,정면,단어,KETI_SL_0000010618,공원,
10632,11,정면,단어,KETI_SL_0000010632,금요일,
10647,11,정면,단어,KETI_SL_0000010647,내년,
10648,11,정면,단어,KETI_SL_0000010648,내일,
10649,11,정면,단어,KETI_SL_0000010649,냄새나다,
10653,11,정면,단어,KETI_SL_0000010653,누나,
10670,11,정면,단어,KETI_SL_0000010670,동생,
10689,11,정면,단어,KETI_SL_0000010689,목요일,
10694,11,정면,단어,KETI_SL_0000010694,물,
10696,11,정면,단어,KETI_SL_0000010696,아래,
10697,11,정면,단어,KETI_SL_0000010697,바다,
10707,11,정면,단어,KETI_SL_0000010707,배고프다,
10712,11,정면,단어,KETI_SL_0000010712,병원,
10719,11,정면,단어,KETI_SL_0000010719,불,
10727,11,정면,단어,KETI_SL_0000010727,산,
10730,11,정면,단어,KETI_SL_0000010730,삼키다,
10736,11,정면,단어,KETI_SL_0000010736,선생님,
10749,11,정면,단어,KETI_SL_0000010749,수요일,
10760,11,정면,단어,KETI_SL_0000010760,아빠,
10763,11,정면,단어,KETI_SL_0000010763,아파트,
10767,11,정면,단어,KETI_SL_0000010767,앞,
10773,11,정면,단어,KETI_SL_0000010773,어제,
10774,11,정면,단어,KETI_SL_0000010774,어지러움,
10775,11,정면,단어,KETI_SL_0000010775,언니,
10777,11,정면,단어,KETI_SL_0000010777,엄마,
10793,11,정면,단어,KETI_SL_0000010793,오늘,
10794,11,정면,단어,KETI_SL_0000010794,오른쪽,
10797,11,정면,단어,KETI_SL_0000010797,오빠,
10799,11,정면,단어,KETI_SL_0000010799,올해,
10800,11,정면,단어,KETI_SL_0000010800,왼쪽,
10807,11,정면,단어,KETI_SL_0000010807,월요일,
10809,11,정면,단어,KETI_SL_0000010809,위에,
10817,11,정면,단어,KETI_SL_0000010817,음식물,
10826,11,정면,단어,KETI_SL_0000010826,일요일,
10829,11,정면,단어,KETI_SL_0000010829,자동차,
10832,11,정면,단어,KETI_SL_0000010832,작년,
10847,11,정면,단어,KETI_SL_0000010847,집,
10860,11,정면,단어,KETI_SL_0000010860,친구,
10864,11,정면,단어,KETI_SL_0000010864,택시,
10865,11,정면,단어,KETI_SL_0000010865,토요일,
10878,11,정면,단어,KETI_SL_0000010878,학교,
10891,11,정면,단어,KETI_SL_0000010891,형,
10897,11,정면,단어,KETI_SL_0000010897,화요일,
10898,11,정면,단어,KETI_SL_0000010898,화장실,
10900,11,좌측면,단어,KETI_SL_0000010900,0,
10901,11,좌측면,단어,KETI_SL_0000010901,1,
10902,11,좌측면,단어,KETI_SL_0000010902,2,
10903,11,좌측면,단어,KETI_SL_0000010903,3,
10904,11,좌측면,단어,KETI_SL_0000010904,4,
10905,11,좌측면,단어,KETI_SL_0000010905,5,
10906,11,좌측면,단어,KETI_SL_0000010906,6,
10907,11,좌측면,단어,KETI_SL_0000010907,7,
10908,11,좌측면,단어,KETI_SL_0000010908,8,
10909,11,좌측면,단어,KETI_SL_0000010909,9,
10910,11,좌측면,단어,KETI_SL_0000010910,10,
11005,11,좌측면,단어,KETI_SL_0000011005,가렵다,
11019,11,좌측면,단어,KETI_SL_0000011019,개,
11037,11,좌측면,단어,KETI_SL_0000011037,공원,
11051,11,좌측면,단어,KETI_SL_0000011051,금요일,
11066,11,좌측면,단어,KETI_SL_0000011066,내년,
11067,11,좌측면,단어,KETI_SL_0000011067,내일,
11068,11,좌측면,단어,KETI_SL_0000011068,냄새나다,
11072,11,좌측면,단어,KETI_SL_0000011072,누나,
11089,11,좌측면,단어,KETI_SL_0000011089,동생,
11108,11,좌측면,단어,KETI_SL_0000011108,목요일,
11113,11,좌측면,단어,KETI_SL_0000011113,물,
11115,11,좌측면,단어,KETI_SL_0000011115,아래,
11116,11,좌측면,단어,KETI_SL_0000011116,바다,
11126,11,좌측면,단어,KETI_SL_0000011126,배고프다,
11131,11,좌측면,단어,KETI_SL_0000011131,병원,
11138,11,좌측면,단어,KETI_SL_0000011138,불,
11146,11,좌측면,단어,KETI_SL_0000011146,산,
11149,11,좌측면,단어,KETI_SL_0000011149,삼키다,
11155,11,좌측면,단어,KETI_SL_0000011155,선생님,
11168,11,좌측면,단어,KETI_SL_0000011168,수요일,
11179,11,좌측면,단어,KETI_SL_0000011179,아빠,
11182,11,좌측면,단어,KETI_SL_0000011182,아파트,
11186,11,좌측면,단어,KETI_SL_0000011186,앞,
11192,11,좌측면,단어,KETI_SL_0000011192,어제,
11193,11,좌측면,단어,KETI_SL_0000011193,어지러움,
11194,11,좌측면,단어,KETI_SL_0000011194,언니,
11196,11,좌측면,단어,KETI_SL_0000011196,엄마,
11212,11,좌측면,단어,KETI_SL_0000011212,오늘,
11213,11,좌측면,단어,KETI_SL_0000011213,오른쪽,
11216,11,좌측면,단어,KETI_SL_0000011216,오빠,
11218,11,좌측면,단어,KETI_SL_0000011218,올해,
11219,11,좌측면,단어,KETI_SL_0000011219,왼쪽,
11226,11,좌측면,단어,KETI_SL_0000011226,월요일,
11228,11,좌측면,단어,KETI_SL_0000011228,위에,
11236,11,좌측면,단어,KETI_SL_0000011236,음식물,
11245,11,좌측면,단어,KETI_SL_0000011245,일요일,
11248,11,좌측면,단어,KETI_SL_0000011248,자동차,
11251,11,좌측면,단어,KETI_SL_0000011251,작년,
11266,11,좌측면,단어,KETI_SL_0000011266,집,
11279,11,좌측면,단어,KETI_SL_0000011279,친구,
11283,11,좌측면,단어,KETI_SL_0000011283,택시,
11284,11,좌측면,단어,KETI_SL_0000011284,토요일,
11297,11,좌측면,단어,KETI_SL_0000011297,학교,
11310,11,좌측면,단어,KETI_SL_0000011310,형,
11316,11,좌측면,단어,KETI_SL_0000011316,화요일,
11317,11,좌측면,단어,KETI_SL_0000011317,화장실,
11319,11,우측면,단어,KETI_SL_0000011319,0,
11320,11,우측면,단어,KETI_SL_0000011320,1,
11321,11,우측면,단어,KETI_SL_0000011321,2,
11322,11,우측면,단어,KETI_SL_0000011322,3,
11323,11,우측면,단어,KETI_SL_0000011323,4,
11324,11,우측면,단어,KETI_SL_0000011324,5,
11325,11,우측면,단어,KETI_SL_0000011325,6,
11326,11,우측면,단어,KETI_SL_0000011326,7,
11327,11,우측면,단어,KETI_SL_0000011327,8,
11328,11,우측면,단어,KETI_SL_0000011328,9,
11329,11,우측면,단어,KETI_SL_0000011329,10,
11424,11,우측면,단어,KETI_SL_0000011424,가렵다,
11438,11,우측면,단어,KETI_SL_0000011438,개,
11456,11,우측면,단어,KETI_SL_0000011456,공원,
11470,11,우측면,단어,KETI_SL_0000011470,금요일,
11485,11,우측면,단어,KETI_SL_0000011485,내년,
11486,11,우측면,단어,KETI_SL_0000011486,내일,
11487,11,우측면,단어,KETI_SL_0000011487,냄새나다,
11491,11,우측면,단어,KETI_SL_0000011491,누나,
11508,11,우측면,단어,KETI_SL_0000011508,동생,
11527,11,우측면,단어,KETI_SL_0000011527,목요일,
11532,11,우측면,단어,KETI_SL_0000011532,물,
11534,11,우측면,단어,KETI_SL_0000011534,아래,
11535,11,우측면,단어,KETI_SL_0000011535,바다,
11545,11,우측면,단어,KETI_SL_0000011545,배고프다,
11550,11,우측면,단어,KETI_SL_0000011550,병원,
11557,11,우측면,단어,KETI_SL_0000011557,불,
11565,11,우측면,단어,KETI_SL_0000011565,산,
11568,11,우측면,단어,KETI_SL_0000011568,삼키다,
11574,11,우측면,단어,KETI_SL_0000011574,선생님,
11587,11,우측면,단어,KETI_SL_0000011587,수요일,
11598,11,우측면,단어,KETI_SL_0000011598,아빠,
11601,11,우측면,단어,KETI_SL_0000011601,아파트,
11605,11,우측면,단어,KETI_SL_0000011605,앞,
11611,11,우측면,단어,KETI_SL_0000011611,어제,
11612,11,우측면,단어,KETI_SL_0000011612,어지러움,
11613,11,우측면,단어,KETI_SL_0000011613,언니,
11615,11,우측면,단어,KETI_SL_0000011615,엄마,
11631,11,우측면,단어,KETI_SL_0000011631,오늘,
11632,11,우측면,단어,KETI_SL_0000011632,오른쪽,
11635,11,우측면,단어,KETI_SL_0000011635,오빠,
11637,11,우측면,단어,KETI_SL_0000011637,올해,
11638,11,우측면,단어,KETI_SL_0000011638,왼쪽,
11645,11,우측면,단어,KETI_SL_0000011645,월요일,
11647,11,우측면,단어,KETI_SL_0000011647,위에,
11655,11,우측면,단어,KETI_SL_0000011655,음식물,
11664,11,우측면,단어,KETI_SL_0000011664,일요일,
11667,11,우측면,단어,KETI_SL_0000011667,자동차,
11670,11,우측면,단어,KETI_SL_0000011670,작년,
11685,11,우측면,단어,KETI_SL_0000011685,집,
11698,11,우측면,단어,KETI_SL_0000011698,친구,
11702,11,우측면,단어,KETI_SL_0000011702,택시,
11703,11,우측면,단어,KETI_SL_0000011703,토요일,
11716,11,우측면,단어,KETI_SL_0000011716,학교,
11729,11,우측면,단어,KETI_SL_0000011729,형,
11735,11,우측면,단어,KETI_SL_0000011735,화요일,
11736,11,우측면,단어,KETI_SL_0000011736,화장실,
11738,12,정면,단어,KETI_SL_0000011738,0,
11739,12,정면,단어,KETI_SL_0000011739,1,
11740,12,정면,단어,KETI_SL_0000011740,2,
11741,12,정면,단어,KETI_SL_0000011741,3,
11742,12,정면,단어,KETI_SL_0000011742,4,
11743,12,정면,단어,KETI_SL_0000011743,5,
11744,12,정면,단어,KETI_SL_0000011744,6,
11745,12,정면,단어,KETI_SL_0000011745,7,
11746,12,정면,단어,KETI_SL_0000011746,8,
11747,12,정면,단어,KETI_SL_0000011747,9,
11748,12,정면,단어,KETI_SL_0000011748,10,
11843,12,정면,단어,KETI_SL_0000011843,가렵다,
11857,12,정면,단어,KETI_SL_0000011857,개,
11875,12,정면,단어,KETI_SL_0000011875,공원,
11889,12,정면,단어,KETI_SL_0000011889,금요일,
11904,12,정면,단어,KETI_SL_0000011904,내년,
11905,12,정면,단어,KETI_SL_0000011905,내일,
11906,12,정면,단어,KETI_SL_0000011906,냄새나다,
11910,12,정면,단어,KETI_SL_0000011910,누나,
11927,12,정면,단어,KETI_SL_0000011927,동생,
11946,12,정면,단어,KETI_SL_0000011946,목요일,
11951,12,정면,단어,KETI_SL_0000011951,물,
11953,12,정면,단어,KETI_SL_0000011953,아래,
11954,12,정면,단어,KETI_SL_0000011954,바다,
11964,12,정면,단어,KETI_SL_0000011964,배고프다,
11969,12,정면,단어,KETI_SL_0000011969,병원,
11976,12,정면,단어,KETI_SL_0000011976,불,
11984,12,정면,단어,KETI_SL_0000011984,산,
11987,12,정면,단어,KETI_SL_0000011987,삼키다,
11993,12,정면,단어,KETI_SL_0000011993,선생님,
12006,12,정면,단어,KETI_SL_0000012006,수요일,
12017,12,정면,단어,KETI_SL_0000012017,아빠,
12020,12,정면,단어,KETI_SL_0000012020,아파트,
12024,12,정면,단어,KETI_SL_0000012024,앞,
12030,12,정면,단어,KETI_SL_0000012030,어제,
12031,12,정면,단어,KETI_SL_0000012031,어지러움,
12032,12,정면,단어,KETI_SL_0000012032,언니,
12034,12,정면,단어,KETI_SL_0000012034,엄마,
12050,12,정면,단어,KETI_SL_0000012050,오늘,
12051,12,정면,단어,KETI_SL_0000012051,오른쪽,
12054,12,정면,단어,KETI_SL_0000012054,오빠,
12056,12,정면,단어,KETI_SL_0000012056,올해,
12057,12,정면,단어,KETI_SL_0000012057,왼쪽,
12064,12,정면,단어,KETI_SL_0000012064,월요일,
12066,12,정면,단어,KETI_SL_0000012066,위에,
12074,12,정면,단어,KETI_SL_0000012074,음식물,
12083,12,정면,단어,KETI_SL_0000012083,일요일,
12086,12,정면,단어,KETI_SL_0000012086,자동차,
12089,12,정면,단어,KETI_SL_0000012089,작년,
12104,12,정면,단어,KETI_SL_0000012104,집,
12117,12,정면,단어,KETI_SL_0000012117,친구,
12121,12,정면,단어,KETI_SL_0000012121,택시,
12122,12,정면,단어,KETI_SL_0000012122,토요일,
12135,12,정면,단어,KETI_SL_0000012135,학교,
12148,12,정면,단어,KETI_SL_0000012148,형,
12154,12,정면,단어,KETI_SL_0000012154,화요일,
12155,12,정면,단어,KETI_SL_0000012155,화장실,
12157,12,좌측면,단어,KETI_SL_0000012157,0,
12158,12,좌측면,단어,KETI_SL_0000012158,1,
12159,12,좌측면,단어,KETI_SL_0000012159,2,
12160,12,좌측면,단어,KETI_SL_0000012160,3,
12161,12,좌측면,단어,KETI_SL_0000012161,4,
12162,12,좌측면,단어,KETI_SL_0000012162,5,
12163,12,좌측면,단어,KETI_SL_0000012163,6,
12164,12,좌측면,단어,KETI_SL_0000012164,7,
12165,12,좌측면,단어,KETI_SL_0000012165,8,
12166,12,좌측면,단어,KETI_SL_0000012166,9,
12167,12,좌측면,단어,KETI_SL_0000012167,10,
12262,12,좌측면,단어,KETI_SL_0000012262,가렵다,
12276,12,좌측면,단어,KETI_SL_0000012276,개,
12294,12,좌측면,단어,KETI_SL_0000012294,공원,
12308,12,좌측면,단어,KETI_SL_0000012308,금요일,
12323,12,좌측면,단어,KETI_SL_0000012323,내년,
12324,12,좌측면,단어,KETI_SL_0000012324,내일,
12325,12,좌측면,단어,KETI_SL_0000012325,냄새나다,
12329,12,좌측면,단어,KETI_SL_0000012329,누나,
12346,12,좌측면,단어,KETI_SL_0000012346,동생,
12365,12,좌측면,단어,KETI_SL_0000012365,목요일,
12370,12,좌측면,단어,KETI_SL_0000012370,물,
12372,12,좌측면,단어,KETI_SL_0000012372,아래,
12373,12,좌측면,단어,KETI_SL_0000012373,바다,
12383,12,좌측면,단어,KETI_SL_0000012383,배고프다,
12388,12,좌측면,단어,KETI_SL_0000012388,병원,
12395,12,좌측면,단어,KETI_SL_0000012395,불,
12403,12,좌측면,단어,KETI_SL_0000012403,산,
12406,12,좌측면,단어,KETI_SL_0000012406,삼키다,
12412,12,좌측면,단어,KETI_SL_0000012412,선생님,
12425,12,좌측면,단어,KETI_SL_0000012425,수요일,
12436,12,좌측면,단어,KETI_SL_0000012436,아빠,
12439,12,좌측면,단어,KETI_SL_0000012439,아파트,
12443,12,좌측면,단어,KETI_SL_0000012443,앞,
12449,12,좌측면,단어,KETI_SL_0000012449,어제,
12450,12,좌측면,단어,KETI_SL_0000012450,어지러움,
12451,12,좌측면,단어,KETI_SL_0000012451,언니,
12453,12,좌측면,단어,KETI_SL_0000012453,엄마,
12469,12,좌측면,단어,KETI_SL_0000012469,오늘,
12470,12,좌측면,단어,KETI_SL_0000012470,오른쪽,
12473,12,좌측면,단어,KETI_SL_0000012473,오빠,
12475,12,좌측면,단어,KETI_SL_0000012475,올해,
12476,12,좌측면,단어,KETI_SL_0000012476,왼쪽,
12483,12,좌측면,단어,KETI_SL_0000012483,월요일,
12485,12,좌측면,단어,KETI_SL_0000012485,위에,
12493,12,좌측면,단어,KETI_SL_0000012493,음식물,
12502,12,좌측면,단어,KETI_SL_0000012502,일요일,
12505,12,좌측면,단어,KETI_SL_0000012505,자동차,
12508,12,좌측면,단어,KETI_SL_0000012508,작년,
12523,12,좌측면,단어,KETI_SL_0000012523,집,
12536,12,좌측면,단어,KETI_SL_0000012536,친구,
12540,12,좌측면,단어,KETI_SL_0000012540,택시,
12541,12,좌측면,단어,KETI_SL_0000012541,토요일,
12554,12,좌측면,단어,KETI_SL_0000012554,학교,
12567,12,좌측면,단어,KETI_SL_0000012567,형,
12573,12,좌측면,단어,KETI_SL_0000012573,화요일,
12574,12,좌측면,단어,KETI_SL_0000012574,화장실,
12576,12,우측면,단어,KETI_SL_0000012576,0,
12577,12,우측면,단어,KETI_SL_0000012577,1,
12578,12,우측면,단어,KETI_SL_0000012578,2,
12579,12,우측면,단어,KETI_SL_0000012579,3,
12580,12,우측면,단어,KETI_SL_0000012580,4,
12581,12,우측면,단어,KETI_SL_0000012581,5,
12582,12,우측면,단어,KETI_SL_0000012582,6,
12583,12,우측면,단어,KETI_SL_0000012583,7,
12584,12,우측면,단어,KETI_SL_0000012584,8,
12585,12,우측면,단어,KETI_SL_0000012585,9,
12586,12,우측면,단어,KETI_SL_0000012586,10,
12681,12,우측면,단어,KETI_SL_0000012681,가렵다,
12695,12,우측면,단어,KETI_SL_0000012695,개,
12713,12,우측면,단어,KETI_SL_0000012713,공원,
12727,12,우측면,단어,KETI_SL_0000012727,금요일,
12742,12,우측면,단어,KETI_SL_0000012742,내년,
12743,12,우측면,단어,KETI_SL_0000012743,내일,
12744,12,우측면,단어,KETI_SL_0000012744,냄새나다,
12748,12,우측면,단어,KETI_SL_0000012748,누나,
12765,12,우측면,단어,KETI_SL_0000012765,동생,
12784,12,우측면,단어,KETI_SL_0000012784,목요일,
12789,12,우측면,단어,KETI_SL_0000012789,물,
12791,12,우측면,단어,KETI_SL_0000012791,아래,
12792,12,우측면,단어,KETI_SL_0000012792,바다,
12802,12,우측면,단어,KETI_SL_0000012802,배고프다,
12807,12,우측면,단어,KETI_SL_0000012807,병원,
12814,12,우측면,단어,KETI_SL_0000012814,불,
12822,12,우측면,단어,KETI_SL_0000012822,산,
12825,12,우측면,단어,KETI_SL_0000012825,삼키다,
12831,12,우측면,단어,KETI_SL_0000012831,선생님,
12844,12,우측면,단어,KETI_SL_0000012844,수요일,
12855,12,우측면,단어,KETI_SL_0000012855,아빠,
12858,12,우측면,단어,KETI_SL_0000012858,아파트,
12862,12,우측면,단어,KETI_SL_0000012862,앞,
12868,12,우측면,단어,KETI_SL_0000012868,어제,
12869,12,우측면,단어,KETI_SL_0000012869,어지러움,
12870,12,우측면,단어,KETI_SL_0000012870,언니,
12872,12,우측면,단어,KETI_SL_0000012872,엄마,
12888,12,우측면,단어,KETI_SL_0000012888,오늘,
12889,12,우측면,단어,KETI_SL_0000012889,오른쪽,
12892,12,우측면,단어,KETI_SL_0000012892,오빠,
12894,12,우측면,단어,KETI_SL_0000012894,올해,
12895,12,우측면,단어,KETI_SL_0000012895,왼쪽,
12902,12,우측면,단어,KETI_SL_0000012902,월요일,
12904,12,우측면,단어,KETI_SL_0000012904,위에,
12912,12,우측면,단어,KETI_SL_0000012912,음식물,
12921,12,우측면,단어,KETI_SL_0000012921,일요일,
12924,12,우측면,단어,KETI_SL_0000012924,자동차,
12927,12,우측면,단어,KETI_SL_0000012927,작년,
12942,12,우측면,단어,KETI_SL_0000012942,집,
12955,12,우측면,단어,KETI_SL_0000012955,친구,
12959,12,우측면,단어,KETI_SL_0000012959,택시,
12960,12,우측면,단어,KETI_SL_0000012960,토요일,
12973,12,우측면,단어,KETI_SL_0000012973,학교,
12986,12,우측면,단어,KETI_SL_0000012986,형,
12992,12,우측면,단어,KETI_SL_0000012992,화요일,
12993,12,우측면,단어,KETI_SL_0000012993,화장실,
12995,13,정면,단어,KETI_SL_0000012995,0,
12996,13,정면,단어,KETI_SL_0000012996,1,
12997,13,정면,단어,KETI_SL_0000012997,2,
12998,13,정면,단어,KETI_SL_0000012998,3,
12999,13,정면,단어,KETI_SL_0000012999,4,
